"Mã hợp đồng","Tên hợp đồng","Mã hàng hoá","KL chào mua","Giá chào mua","KL đang chờ khớp mua","Giá chào bán","KL chào bán","KL chờ khớp bán","Giá khớp","KL khớp","Thay đổi","Thay đổi (%)","Giá mở cửa","Giá cao nhất","Giá thấp nhất","Giá đóng cửa","Giá đóng cửa phiên trước","Giá thanh toán","Bước giá tối thiểu","Giá hợp đồng","KL giao dịch","Ngày giờ cập nhật gần nhất"
"PBDD12H25","Chì LME 12/03/25","LEDZ","","","","","","","2032.5","","","","","","","","","2029.5","","","",""
"PBDD12H26","Chì LME 12/03/26","LEDZ","","","","","","","1898","","","","","","","","","1895.5","","","",""
"PBDD12J23","Chì LME 12/04/23","LEDZ","","","","","","","2100","","","","","","","","","2103.5","","","",""
"PBDD12J24","Chì LME 12/04/24","LEDZ","","","","","","","2128","","","","","","","","","2136.0","","","",""
"PBDD12K23","Chì LME 12/05/23","LEDZ","","","","","","","2127","","","","","","","","","2129.5","","","",""
"PBDD12K25","Chì LME 12/05/25","LEDZ","","","","","","","1939","","","","","","","","","1935.0","","","",""
"PBDD12K26","Chì LME 12/05/26","LEDZ","","","","","","","1967.5","","","","","","","","","1966.5","","","",""
"PBDD12M24","Chì LME 12/06/24","LEDZ","","","","","","","2150.5","","","","","","","","","2148.5","","","",""
"PBDD12M25","Chì LME 12/06/25","LEDZ","","","","","","","1960","","","","","","","","","1954.0","","","",""
"PBDD12M26","Chì LME 12/06/26","LEDZ","","","","","","","1975.5","","","","","","","","","1974.5","","","",""
"PBDD12N23","Chì LME 12/07/23","LEDZ","","","","","","","2071.5","","","","","","","","","2062.0","","","",""
"PBDD12N24","Chì LME 12/07/24","LEDZ","","","","","","","2124","","","","","","","","","2120.0","","","",""
"PBDD12Q24","Chì LME 12/08/24","LEDZ","","","","","","","1917.5","","","","","","","","","1916.0","","","",""
"PBDD12Q25","Chì LME 12/08/25","LEDZ","","","","","","","1975.5","","","","","","","","","1976.0","","","",""
"PBDD12Q26","Chì LME 12/08/26","LEDZ","","","","","","","1864","","","","","","","","","1858.5","","","",""
"PBDD12U23","Chì LME 12/09/23","LEDZ","","","","","","","2289","","","","","","","","","2286.0","","","",""
"PBDD12U24","Chì LME 12/09/24","LEDZ","","","","","","","1925","","","","","","","","","1924.0","","","",""
"PBDD12U25","Chì LME 12/09/25","LEDZ","","","","","","","1928.5","","","","","","","","","1929.5","","","",""
"PBDD12V23","Chì LME 12/10/23","LEDZ","","","","","","","2130","","","","","","","","","2124.0","","","",""
"PBDD12X24","Chì LME 12/11/24","LEDZ","","","","","","","1988","","","","","","","","","1986.5","","","",""
"PBDD12X25","Chì LME 12/11/25","LEDZ","","","","","","","2049.5","","","","","","","","","2046.0","","","",""
"PBDD12X26","Chì LME 12/11/26","LEDZ","","","","","","","","","","","","","","","","","","","",""
"PBDD12Z22","Chì LME 12/12/22","LEDZ","","","","","","","2202.5","","","","","","","","","2199.0","","","",""
"PBDD12Z23","Chì LME 12/12/23","LEDZ","","","","","","","1983","","","","","","","","","1984.5","","","",""
"PBDD12Z24","Chì LME 12/12/24","LEDZ","","","","","","","2025","","","","","","","","","2036.0","","","",""
"PBDD12Z25","Chì LME 12/12/25","LEDZ","","","","","","","1926","","","","","","","","","1931.0","","","",""
"PBDD13F23","Chì LME 13/01/23","LEDZ","","","","","","","2197.5","","","","","","","","","2204.0","","","",""
"PBDD13F25","Chì LME 13/01/25","LEDZ","","","","","","","1905","","","","","","","","","1902.0","","","",""
"PBDD13F26","Chì LME 13/01/26","LEDZ","","","","","","","2005.5","","","","","","","","","2005.5","","","",""
"PBDD13G23","Chì LME 13/02/23","LEDZ","","","","","","","2143.5","","","","","","","","","2126.0","","","",""
"PBDD13G24","Chì LME 13/02/24","LEDZ","","","","","","","2040","","","","","","","","","2042.0","","","",""
"PBDD13G25","Chì LME 13/02/25","LEDZ","","","","","","","1942.5","","","","","","","","","1942.5","","","",""
"PBDD13G26","Chì LME 13/02/26","LEDZ","","","","","","","1957","","","","","","","","","1945.0","","","",""
"PBDD13H23","Chì LME 13/03/23","LEDZ","","","","","","","2082","","","","","","","","","2082.0","","","",""
"PBDD13H24","Chì LME 13/03/24","LEDZ","","","","","","","2112.5","","","","","","","","","2115.5","","","",""
"PBDD13H25","Chì LME 13/03/25","LEDZ","","","","","","","2038","","","","","","","","","2037.5","","","",""
"PBDD13H26","Chì LME 13/03/26","LEDZ","","","","","","","1884","","","","","","","","","1888.0","","","",""
"PBDD13J23","Chì LME 13/04/23","LEDZ","","","","","","","2102","","","","","","","","","2104.5","","","",""
"PBDD13J26","Chì LME 13/04/26","LEDZ","","","","","","","1895","","","","","","","","","1889.0","","","",""
"PBDD13K24","Chì LME 13/05/24","LEDZ","","","","","","","2188","","","","","","","","","2189.0","","","",""
"PBDD13K25","Chì LME 13/05/25","LEDZ","","","","","","","1982.5","","","","","","","","","1986.0","","","",""
"PBDD13K26","Chì LME 13/05/26","LEDZ","","","","","","","1983","","","","","","","","","1982.5","","","",""
"PBDD13M24","Chì LME 13/06/24","LEDZ","","","","","","","2097.5","","","","","","","","","2101.0","","","",""
"PBDD13M25","Chì LME 13/06/25","LEDZ","","","","","","","1955.5","","","","","","","","","1959.0","","","",""
"PBDD13N23","Chì LME 13/07/23","LEDZ","","","","","","","2047.5","","","","","","","","","2057.0","","","",""
"PBDD13N26","Chì LME 13/07/26","LEDZ","","","","","","","1848.5","","","","","","","","","1843.0","","","",""
"PBDD13Q24","Chì LME 13/08/24","LEDZ","","","","","","","1983.5","","","","","","","","","1998.5","","","",""
"PBDD13Q25","Chì LME 13/08/25","LEDZ","","","","","","","1963","","","","","","","","","1962.5","","","",""
"PBDD13Q26","Chì LME 13/08/26","LEDZ","","","","","","","1864.5","","","","","","","","","1859.0","","","",""
"PBDD13U23","Chì LME 13/09/23","LEDZ","","","","","","","2300.5","","","","","","","","","2305.5","","","",""
"PBDD13U24","Chì LME 13/09/24","LEDZ","","","","","","","1959","","","","","","","","","1952.5","","","",""
"PBDD13V23","Chì LME 13/10/23","LEDZ","","","","","","","2125.5","","","","","","","","","2116.5","","","",""
"PBDD13V26","Chì LME 13/10/26","LEDZ","","","","","","","","","","","","","","","","","","","",""
"PBDD13X23","Chì LME 13/11/23","LEDZ","","","","","","","2196.5","","","","","","","","","2198.0","","","",""
"PBDD13X24","Chì LME 13/11/24","LEDZ","","","","","","","1987.5","","","","","","","","","1987.5","","","",""
"PBDD13X25","Chì LME 13/11/25","LEDZ","","","","","","","2039.5","","","","","","","","","2042.5","","","",""
"PBDD13X26","Chì LME 13/11/26","LEDZ","","","","","","","","","","","","","","","","","","","",""
"PBDD13Z22","Chì LME 13/12/22","LEDZ","","","","","","","2181.5","","","","","","","","","2192.0","","","",""
"PBDD13Z23","Chì LME 13/12/23","LEDZ","","","","","","","2022.5","","","","","","","","","2016.0","","","",""
"PBDD13Z24","Chì LME 13/12/24","LEDZ","","","","","","","2006","","","","","","","","","2010.5","","","",""
"PBDD14F25","Chì LME 14/01/25","LEDZ","","","","","","","1905.5","","","","","","","","","1902.5","","","",""
"PBDD14F26","Chì LME 14/01/26","LEDZ","","","","","","","2008","","","","","","","","","2009.5","","","",""
"PBDD14G23","Chì LME 14/02/23","LEDZ","","","","","","","2082","","","","","","","","","2069.0","","","",""
"PBDD14G24","Chì LME 14/02/24","LEDZ","","","","","","","2033.5","","","","","","","","","2028.0","","","",""
"PBDD14G25","Chì LME 14/02/25","LEDZ","","","","","","","1943","","","","","","","","","1943.0","","","",""
"PBDD14H23","Chì LME 14/03/23","LEDZ","","","","","","","2073.5","","","","","","","","","2075.5","","","",""
"PBDD14H24","Chì LME 14/03/24","LEDZ","","","","","","","2133","","","","","","","","","2137.5","","","",""
"PBDD14H25","Chì LME 14/03/25","LEDZ","","","","","","","2039","","","","","","","","","2038.5","","","",""
"PBDD14J23","Chì LME 14/04/23","LEDZ","","","","","","","2142.5","","","","","","","","","2155.0","","","",""
"PBDD14J25","Chì LME 14/04/25","LEDZ","","","","","","","1866.5","","","","","","","","","1868.0","","","",""
"PBDD14J26","Chì LME 14/04/26","LEDZ","","","","","","","1895.5","","","","","","","","","1889.5","","","",""
"PBDD14K24","Chì LME 14/05/24","LEDZ","","","","","","","2182.5","","","","","","","","","2174.0","","","",""
"PBDD14K25","Chì LME 14/05/25","LEDZ","","","","","","","1987.5","","","","","","","","","1983.5","","","",""
"PBDD14K26","Chì LME 14/05/26","LEDZ","","","","","","","2003.5","","","","","","","","","2003.5","","","",""
"PBDD14M24","Chì LME 14/06/24","LEDZ","","","","","","","2132.5","","","","","","","","","2119.5","","","",""
"PBDD14N23","Chì LME 14/07/23","LEDZ","","","","","","","2097.5","","","","","","","","","2091.5","","","",""
"PBDD14N25","Chì LME 14/07/25","LEDZ","","","","","","","2017","","","","","","","","","2021.5","","","",""
"PBDD14N26","Chì LME 14/07/26","LEDZ","","","","","","","1849","","","","","","","","","1843.5","","","",""
"PBDD14Q23","Chì LME 14/08/23","LEDZ","","","","","","","2133","","","","","","","","","2132.0","","","",""
"PBDD14Q24","Chì LME 14/08/24","LEDZ","","","","","","","2002","","","","","","","","","2007.5","","","",""
"PBDD14Q25","Chì LME 14/08/25","LEDZ","","","","","","","1979.5","","","","","","","","","1977.0","","","",""
"PBDD14Q26","Chì LME 14/08/26","LEDZ","","","","","","","1865","","","","","","","","","1859.5","","","",""
"PBDD14U23","Chì LME 14/09/23","LEDZ","","","","","","","2264.5","","","","","","","","","2264.0","","","",""
"PBDD14U26","Chì LME 14/09/26","LEDZ","","","","","","","1874","","","","","","","","","1868.5","","","",""
"PBDD14V25","Chì LME 14/10/25","LEDZ","","","","","","","1987","","","","","","","","","1982.5","","","",""
"PBDD14V26","Chì LME 14/10/26","LEDZ","","","","","","","","","","","","","","","","","","","",""
"PBDD14X22","Chì LME 14/11/22","LEDZ","","","","","","","2111.5","","","","","","","","","2099.5","","","",""
"PBDD14X23","Chì LME 14/11/23","LEDZ","","","","","","","2192","","","","","","","","","2184.0","","","",""
"PBDD14X24","Chì LME 14/11/24","LEDZ","","","","","","","1988.5","","","","","","","","","1987.0","","","",""
"PBDD14X25","Chì LME 14/11/25","LEDZ","","","","","","","2040.5","","","","","","","","","2043.5","","","",""
"PBDD14Z22","Chì LME 14/12/22","LEDZ","","","","","","","2173","","","","","","","","","2177.5","","","",""
"PBDD14Z23","Chì LME 14/12/23","LEDZ","","","","","","","2001.5","","","","","","","","","2002.0","","","",""
"PBDD15F25","Chì LME 15/01/25","LEDZ","","","","","","","1906","","","","","","","","","1903.0","","","",""
"PBDD15F26","Chì LME 15/01/26","LEDZ","","","","","","","2024.5","","","","","","","","","2017.5","","","",""
"PBDD15G23","Chì LME 15/02/23","LEDZ","","","","","","","2085","","","","","","","","","2087.5","","","",""
"PBDD15G24","Chì LME 15/02/24","LEDZ","","","","","","","2014","","","","","","","","","2008.0","","","",""
"PBDD15H23","Chì LME 15/03/23","LEDZ","","","","","","","2076.5","","","","","","","","","2077.5","","","",""
"PBDD15H24","Chì LME 15/03/24","LEDZ","","","","","","","2164","","","","","","","","","2162.5","","","",""
"PBDD15J24","Chì LME 15/04/24","LEDZ","","","","","","","2090.5","","","","","","","","","2103.0","","","",""
"PBDD15J25","Chì LME 15/04/25","LEDZ","","","","","","","1885.5","","","","","","","","","1891.0","","","",""
"PBDD15J26","Chì LME 15/04/26","LEDZ","","","","","","","1891.5","","","","","","","","","1888.0","","","",""
"PBDD15K23","Chì LME 15/05/23","LEDZ","","","","","","","2103.5","","","","","","","","","2100.0","","","",""
"PBDD15K24","Chì LME 15/05/24","LEDZ","","","","","","","2204","","","","","","","","","2198.5","","","",""
"PBDD15K25","Chì LME 15/05/25","LEDZ","","","","","","","1988.5","","","","","","","","","1985.5","","","",""
"PBDD15K26","Chì LME 15/05/26","LEDZ","","","","","","","2010","","","","","","","","","2013.0","","","",""
"PBDD15M26","Chì LME 15/06/26","LEDZ","","","","","","","1975","","","","","","","","","1974.0","","","",""
"PBDD15N24","Chì LME 15/07/24","LEDZ","","","","","","","2140.5","","","","","","","","","2137.0","","","",""
"PBDD15N25","Chì LME 15/07/25","LEDZ","","","","","","","1990","","","","","","","","","1988.0","","","",""
"PBDD15N26","Chì LME 15/07/26","LEDZ","","","","","","","1848.5","","","","","","","","","1843.0","","","",""
"PBDD15Q23","Chì LME 15/08/23","LEDZ","","","","","","","2098.5","","","","","","","","","2101.0","","","",""
"PBDD15Q24","Chì LME 15/08/24","LEDZ","","","","","","","1954","","","","","","","","","1945.5","","","",""
"PBDD15Q25","Chì LME 15/08/25","LEDZ","","","","","","","1946.5","","","","","","","","","1946.0","","","",""
"PBDD15U23","Chì LME 15/09/23","LEDZ","","","","","","","2263.5","","","","","","","","","2259.5","","","",""
"PBDD15U25","Chì LME 15/09/25","LEDZ","","","","","","","1955","","","","","","","","","1953.5","","","",""
"PBDD15U26","Chì LME 15/09/26","LEDZ","","","","","","","1874.5","","","","","","","","","1869.0","","","",""
"PBDD15V24","Chì LME 15/10/24","LEDZ","","","","","","","2046","","","","","","","","","2050.5","","","",""
"PBDD15V25","Chì LME 15/10/25","LEDZ","","","","","","","1939","","","","","","","","","1943.5","","","",""
"PBDD15V26","Chì LME 15/10/26","LEDZ","","","","","","","","","","","","","","","","","","","",""
"PBDD15X22","Chì LME 15/11/22","LEDZ","","","","","","","2143.5","","","","","","","","","2165.5","","","",""
"PBDD15X23","Chì LME 15/11/23","LEDZ","","","","","","","2167","","","","","","","","","2167.0","","","",""
"PBDD15X24","Chì LME 15/11/24","LEDZ","","","","","","","1975","","","","","","","","","1971.0","","","",""
"PBDD15Z22","Chì LME 15/12/22","LEDZ","","","","","","","2189.5","","","","","","","","","2197.0","","","",""
"PBDD15Z23","Chì LME 15/12/23","LEDZ","","","","","","","1992.5","","","","","","","","","1999.0","","","",""
"PBDD15Z25","Chì LME 15/12/25","LEDZ","","","","","","","1938","","","","","","","","","1940.0","","","",""
"PBDD16F24","Chì LME 16/01/24","LEDZ","","","","","","","2054.5","","","","","","","","","2064.5","","","",""
"PBDD16F25","Chì LME 16/01/25","LEDZ","","","","","","","1934.5","","","","","","","","","1935.5","","","",""
"PBDD16F26","Chì LME 16/01/26","LEDZ","","","","","","","2032","","","","","","","","","2035.0","","","",""
"PBDD16G23","Chì LME 16/02/23","LEDZ","","","","","","","2113.5","","","","","","","","","2086.0","","","",""
"PBDD16G24","Chì LME 16/02/24","LEDZ","","","","","","","2036.5","","","","","","","","","2030.5","","","",""
"PBDD16H23","Chì LME 16/03/23","LEDZ","","","","","","","2079","","","","","","","","","2079.5","","","",""
"PBDD16H26","Chì LME 16/03/26","LEDZ","","","","","","","1888","","","","","","","","","1892.5","","","",""
"PBDD16J24","Chì LME 16/04/24","LEDZ","","","","","","","2148","","","","","","","","","2148.5","","","",""
"PBDD16J25","Chì LME 16/04/25","LEDZ","","","","","","","1886","","","","","","","","","1891.5","","","",""
"PBDD16J26","Chì LME 16/04/26","LEDZ","","","","","","","1891.5","","","","","","","","","1888.0","","","",""
"PBDD16K23","Chì LME 16/05/23","LEDZ","","","","","","","2066.5","","","","","","","","","2068.0","","","",""
"PBDD16K24","Chì LME 16/05/24","LEDZ","","","","","","","2205.5","","","","","","","","","2207.5","","","",""
"PBDD16K25","Chì LME 16/05/25","LEDZ","","","","","","","1988.5","","","","","","","","","1985.5","","","",""
"PBDD16M25","Chì LME 16/06/25","LEDZ","","","","","","","1957","","","","","","","","","1960.5","","","",""
"PBDD16M26","Chì LME 16/06/26","LEDZ","","","","","","","1963.5","","","","","","","","","1965.0","","","",""
"PBDD16N24","Chì LME 16/07/24","LEDZ","","","","","","","2157.5","","","","","","","","","2152.5","","","",""
"PBDD16N25","Chì LME 16/07/25","LEDZ","","","","","","","1975","","","","","","","","","1970.0","","","",""
"PBDD16N26","Chì LME 16/07/26","LEDZ","","","","","","","1849","","","","","","","","","1843.5","","","",""
"PBDD16Q23","Chì LME 16/08/23","LEDZ","","","","","","","2084","","","","","","","","","2087.0","","","",""
"PBDD16Q24","Chì LME 16/08/24","LEDZ","","","","","","","1973","","","","","","","","","1971.5","","","",""
"PBDD16U24","Chì LME 16/09/24","LEDZ","","","","","","","1991","","","","","","","","","1992.5","","","",""
"PBDD16U25","Chì LME 16/09/25","LEDZ","","","","","","","1976","","","","","","","","","1976.5","","","",""
"PBDD16U26","Chì LME 16/09/26","LEDZ","","","","","","","1875.5","","","","","","","","","1870.0","","","",""
"PBDD16V23","Chì LME 16/10/23","LEDZ","","","","","","","2076.5","","","","","","","","","2072.0","","","",""
"PBDD16V24","Chì LME 16/10/24","LEDZ","","","","","","","2046.5","","","","","","","","","2051.0","","","",""
"PBDD16V25","Chì LME 16/10/25","LEDZ","","","","","","","1933.5","","","","","","","","","1937.5","","","",""
"PBDD16V26","Chì LME 16/10/26","LEDZ","","","","","","","","","","","","","","","","","","","",""
"PBDD16X22","Chì LME 16/11/22","LEDZ","","","","","","","2184","","","","","","","","","2194.5","","","",""
"PBDD16X23","Chì LME 16/11/23","LEDZ","","","","","","","2186","","","","","","","","","2209.5","","","",""
"PBDD16X26","Chì LME 16/11/26","LEDZ","","","","","","","","","","","","","","","","","","","",""
"PBDD16Z22","Chì LME 16/12/22","LEDZ","","","","","","","2165.5","","","","","","","","","2171.5","","","",""
"PBDD16Z24","Chì LME 16/12/24","LEDZ","","","","","","","1976","","","","","","","","","1972.5","","","",""
"PBDD16Z25","Chì LME 16/12/25","LEDZ","","","","","","","1924","","","","","","","","","1918.5","","","",""
"PBDD17F23","Chì LME 17/01/23","LEDZ","","","","","","","2266.5","","","","","","","","","2271.0","","","",""
"PBDD17F24","Chì LME 17/01/24","LEDZ","","","","","","","2078.5","","","","","","","","","2085.5","","","",""
"PBDD17F25","Chì LME 17/01/25","LEDZ","","","","","","","1911","","","","","","","","","1905.0","","","",""
"PBDD17G23","Chì LME 17/02/23","LEDZ","","","","","","","2046","","","","","","","","","2040.0","","","",""
